timestamp,namespace,pod,container,cpu(n),memory(Ki)
2025-04-11T04:48:18Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,200668n,20276Ki
2025-04-11T04:48:18Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,305113n,17484Ki
2025-04-11T04:48:18Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,488599n,11872Ki
2025-04-11T04:48:18Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,201851n,24936Ki
2025-04-11T04:48:18Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,423516n,11772Ki
2025-04-11T04:48:18Z,service-mesh-benchmark,fortio-client-cc4d5bfd8-9b772,linkerd-proxy,895965385n,27464Ki
2025-04-11T04:48:18Z,service-mesh-benchmark,fortio-server-57d7fc86d-gk69s,linkerd-proxy,696374630n,30136Ki
2025-04-11T04:48:19Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,destination,1194016n,24476Ki
2025-04-11T04:48:19Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,policy,282064n,4944Ki
2025-04-11T04:48:19Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,linkerd-proxy,682536n,14340Ki
2025-04-11T04:48:19Z,linkerd,linkerd-destination-6f94bbc784-2ghb8,sp-validator,200668n,20276Ki
2025-04-11T04:48:19Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,identity,305113n,17484Ki
2025-04-11T04:48:19Z,linkerd,linkerd-identity-7dfb4f8788-28w6h,linkerd-proxy,429383n,11872Ki
2025-04-11T04:48:19Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,proxy-injector,310648n,24936Ki
2025-04-11T04:48:19Z,linkerd,linkerd-proxy-injector-77db5c45cc-r44n7,linkerd-proxy,406969n,11772Ki
2025-04-11T04:48:19Z,service-mesh-benchmark,fortio-client-cc4d5bfd8-9b772,linkerd-proxy,895965385n,27464Ki
2025-04-11T04:48:19Z,service-mesh-benchmark,fortio-server-57d7fc86d-gk69s,linkerd-proxy,696374630n,30136Ki
